"","DivPosts$X","DivPosts$X.11","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","Sentiment","SentimentScore"
"2624","Vivek Goel","RT @UWaterlooPres : We have made and continue to make commitments of our resources to address the traumas associated with the experiences and dismantling of racism. I know positive change is possible and will happen here at Waterloo and beyond. 

Read my full statement: https://t.co/TJC2irSbjg

4/4",0,2,0,1,1,0,0,3,0,4,"positive",4
"2625","Waterloo Mathematics","RT @WaterlooMath : During the 2019/2020 school year, the @uWaterloo_CEMC courseware experienced an explosive increase in views for its lessons, interactive activities &amp; enrichment challenges. 
Read more about this resource: https://t.co/AxrcpbTZ4C https://t.co/EOxv8mn2rg",1,1,0,1,0,0,1,2,1,2,"positive",1
"2626","University of Waterloo","How does #COVID19 add to the difficulty of managing a natural disaster like #HurricaneLaura? 

@envwaterloo Professor @jasonthistle answers this question, and more, in our @UWaterlooNews Q and A below. ?? 

#UWaterloo #UWaterlooNews #HurricaneLaura2020 https://t.co/kCZUe1xDXL",2,0,1,2,0,2,1,1,2,2,"neutral",0
"2627","Vivek Goel","RT @UWaterlooPres : Thank you to every undergraduate and graduate student who listened and took part in our Town Hall events this week. I truly appreciate your engagement, questions, ideas and concerns as we head into what will be a unique Fall Term at @UWaterloo. Wishing all of you well!",0,0,0,0,0,1,1,0,1,1,"neutral",0
"2628","University of Waterloo","Will a #COVID19 vaccine be effective if some people choose not to receive it? What percent of the population must be vaccinated to contain the spread of COVID-19? 

#UWaterloo Professor Roderick Slavcev answers these questions and more below. ?? https://t.co/alkgHT5rQc",0,0,0,0,0,0,0,2,0,4,"positive",4
"2629","Waterloo Science","RT @WaterlooSci : Startup company ProteinQuire, co-founded by #UWaterlooSci alumnus Chris Ing, has been selected into the inaugural Google Startups Accelerator Canada!

Congratulations to Chris and his team! #UWaterlooProud

https://t.co/C60ylQx8uT",0,1,0,0,0,0,0,1,0,0,"neutral",0
"2630","University of Waterloo","""We have a team that supports international co-op efforts and continue to support students with work terms all over the world,"" said @norahmcrae, Associate Provost @HireWaterloo, during our Virtual Graduate Town Hall. #UWaterloo @WaterlooINT",0,1,0,0,0,0,0,3,0,2,"positive",2
"2631","University of Waterloo","""If you are in need of counselling, it is available. Please know that whatever it may be, @UW_Wellness is here for you"" said @UWaterlooPres during our Graduate Virtual Town Hall. 

Join in: https://t.co/qhWvLahwjI #UWaterloo #mentalhealthmatters @UWaterlooGSPA",0,0,0,0,0,0,0,0,0,1,"positive",1
"2632","University of Waterloo","Being a #UWaterloo co-op student means figuring out how to live a healthy, balanced life, especially while working remotely. ??

In this vlog, co-op student Angelica Sanchez vlog explores ways to maintain her personal wellness. ???? #workfromhome #uwaterloocoop @HireWaterloo https://t.co/7cMWGj9IV0",0,0,0,0,0,0,0,1,0,3,"positive",3
"2633","Waterloo Warriors","RT @WlooWarriors : Throwing it down (Warrior) field! #TopWarriorPhotos ?????? https://t.co/0s9rq96TrL",1,0,0,1,0,0,0,0,0,1,"positive",1
"2634","University of Waterloo","@superschulzen @UwOptometry @UofWaterloo Nice glasses! And mask. ??",0,0,0,0,0,0,0,0,0,0,"neutral",0
"2635","University of Waterloo","When schools closed down due to the coronavirus pandemic, parents, teachers and students across Canada turned to the @uWaterloo_CEMC website, increasing engagement with its courseware by 200 per cent. 

Read more: https://t.co/wC2CD7k0C4 #UWaterloo https://t.co/kJlNw7X4Jy",0,0,0,1,0,1,0,0,1,0,"negative",-1
"2636","Ontario Colleges and Universities","RT @ONtrainandstudy : Donna Strickland, a @UWaterloo professor helped revolutionize laser physics and won a Noble Prize in her field in 2018.

Her contributions allow billions of people to make daily use of laser printers, optical scanners, and laser surgery!  #MadeinOntario #Ontario #InventorsWeek https://t.co/TeD5P3sLo6",0,1,0,1,0,1,0,3,0,4,"positive",4
"2637","University of Waterloo","Today is the day! @UWaterlooPres answers questions on #UWaterloo classes, campus access, research and more in our Graduate Student Town Hall. 

Join here: https://t.co/qhWvL9ZUV8 @UWaterlooGSPA https://t.co/ttADV2UlDT",0,0,0,0,0,0,0,0,0,1,"positive",1
"2638","University of Waterloo","Today is the day, #UWaterloo! Don't miss out on this lecture in partnership with the @KitchLibrary on the short and long-term social and developmental effects of the pandemic and more: https://t.co/8qBU6p5VG8 #UWaterlooCommunity https://t.co/UzJhalcTox",0,1,0,1,0,1,0,1,1,1,"neutral",0
"2639","Waterloo Environment","RT @envwaterloo : Life in cities may be permanently changed by the impacts of COVID-19. From mass transit, to health, to development and social justice, join us Sept 26 for a riveting panel talk with experts from around the world.  
#UWaterlooAlumni #ENVTogether
Register! - https://t.co/n6qxFoYOxz https://t.co/dsK3uHRJNy",0,0,0,0,0,0,0,1,0,4,"positive",4
"2640","Waterloo Pharmacy","RT @UWPharmacy : “Pharmacists are more than pill-counters, and we can write our own stories of innovation and positive change within health care and beyond.” - @amsurui, Rx2018, co-founder of MedMe Health. Hear how @MedMeHealth provides much-needed services for pharmacies: https://t.co/vgJWGC1mkK https://t.co/yiFbqfk8nf",0,0,0,1,0,0,0,1,0,2,"positive",2
"2641","University of Waterloo","""We expect to have a robust orientation program – students can sign up for it now with your #UWaterloo credentials. Much of it will be virtual and there is no orientation fee this year"" says @ReadWaterloo during our Virtual Town Hall: https://t.co/K6fwGlrxZz @UWaterlooLife",1,1,0,0,0,0,1,1,1,2,"positive",1
"2642","University of Waterloo","""Buildings that have classrooms in them will be available during class-time hours,"" says Kate Windsor, Director of Safety at the #UWaterloo Safety Office, during our Virtual Town Hall on the subject of in-person and online classes.",0,1,0,0,0,0,0,1,1,1,"neutral",0
"2643","University of Waterloo","""These are not normal times, but we are so determined to present an engaged, high-quality campus and educational experience to all of our students."" says @UWaterlooPres in our Virtual Town Hall. 

Join here: https://t.co/KA8qhYFMlG #UWaterloo #UWaterlooPTH",0,2,0,0,2,0,1,3,0,5,"positive",5
"2644","UWaterloo Health","RT @uwaterloohealth : Have questions about undergraduate Orientation next week? Tune in to today's #AHSTakeoverTuesday on Instagram with our AHS O-Team to learn more and to get your questions answered: https://t.co/lkUJbrqGJc #UWOW20 https://t.co/pWH2implTI",0,0,0,0,0,0,0,1,0,1,"positive",1
"2645","Vivek Goel","RT @UWaterlooPres : Be sure to tune into today's Undergraduate Student Town Hall at 1:30pm. I'll be providing a brief university update and answering questions that were pre-submitted and asked live through the chat. https://t.co/8f7NrY6kOo https://t.co/ulld172xK0",0,2,0,0,1,0,0,1,0,2,"positive",2
"2646","Ontario Colleges and Universities","RT @ONtrainandstudy : Mechanical engineering students from @UWaterloo created the Enhanced Mobility Wheelchair for their 2019 capstone project! 

This prototype provides users with the comfort and maneuverability of a traditional wheelchair while offering the speed of a hand-cycle. #InventorsWeek https://t.co/3iAIemgFoj",0,1,0,0,1,0,0,2,0,2,"positive",2
"2647","University of Waterloo","Today is the day! @UWaterlooPres answers questions on classes, campus access, research and more in our Undergraduate Student Town Hall. 

Join here: https://t.co/VHhgtep7DA #UWaterloo https://t.co/AP03GhuPNu",0,0,0,0,0,0,0,0,0,1,"positive",1
"2648","University of Waterloo","Researchers at #UWaterloo are developing a new method to decrease the likelihood of contracting HIV. 

Read more: https://t.co/SQjRQBborA https://t.co/PSC9G882SJ",0,0,0,0,0,0,0,0,1,0,"negative",-1
"2649","University of Waterloo","As a grad student in C&amp;O at @WaterlooMath, Matthew Sullivan found a passion for Ultimate Frisbee &amp; tackling the “Crossing Number Problem,” a longstanding mystery researchers have struggled to unravel since World War II. 

Read more: https://t.co/DPEoGlGswc #UWaterloo https://t.co/O8sUTQQ3hY",0,3,0,2,2,2,1,2,2,2,"neutral",0
"2650","University of Waterloo","@KitchLibrary @uwaterlooARTS We can't wait! ????",0,1,0,0,0,0,0,0,1,0,"negative",-1
"2651","University of Waterloo","Tomorrow marks the beginning of two student-focused President's Town Hall events  for #UWaterloo undergraduate and graduate students. If you have questions on classes, campus access, research, co-op and more, be sure to register today: https://t.co/3CYF394nMw @UWaterlooGSPA https://t.co/SLkRFwZr4P",0,1,0,0,0,0,0,0,0,0,"neutral",0
"2652","University of Waterloo","Whether you’re a new or returning #UWaterloo student, your safety is our top priority. Learn more about what to expect and the steps you can take to help maintain a safe and healthy campus. 

Welcome back, Waterloo. ????

Read the full guide: https://t.co/u9sjNuYWNG https://t.co/izH514cZfr",0,2,0,0,1,0,1,4,0,7,"positive",7
"2653","University of Waterloo","Tomorrow is the day! @uwaterlooARTS researchers, in partnership with @KitchLibrary, will explore the short and long-term social and developmental consequences and how we can avoid exacerbating the effects of the global pandemic: https://t.co/b3rzRFuAj8 #UWaterlooCommunity https://t.co/dVWwhtj5zX",0,3,0,2,0,1,0,1,2,1,"negative",-1
"2654","Vivek Goel","RT @UWaterlooPres : Thank you to our outstanding #UWaterlooSummit speakers @ericmigi, @a2cote, Harleen Kaur, the CEO and Co-Founder of @Ground_App, and our moderator @RandallLane, CCO and Editor @Forbes, for sharing your insights on innovation and entrepreneurship yesterday. https://t.co/27YpYeztst https://t.co/F36C25mdbB",0,0,0,0,1,0,0,2,1,3,"positive",2
"2655","University of Waterloo","@WaterlooMath .@onlinekyne is amazing. ??",0,0,0,0,0,0,0,0,0,0,"neutral",0
"2656","University of Waterloo","@uwaterlooARTS @NewYorker @JamesDanckert Great article! Even on a Monday morning. ??",0,0,0,0,0,0,0,0,0,0,"neutral",0
"2657","UWaterloo Alumni","RT @uwaterlooalumni : .@envwaterloo has a fascinating panel planned for Alumni Black and Gold Day!

Catch valuable insights from #UWaterlooAlumni and #UWaterloo community members as they discuss the impact of COVID-19 on urban areas.

Learn more: https://t.co/Ii8Esvb1k7

#UWaterlooForever",0,0,0,0,0,1,1,0,1,5,"positive",4
"2658","University of Waterloo","Rui Su and her co-founders Purya Sarmadi and Nicholas Hui have developed a product that is supporting pharmacists and earning funding across Canada and beyond. 

Learn more about the journey of @MedMeHealth: https://t.co/iNm7hhQl5z #UWaterloo #UWaterlooAlumni #MondayThoughts https://t.co/gVBv7Tyxq2",0,1,0,1,1,0,0,1,0,3,"positive",3
"2659","University of Waterloo","@WlooWarriors @UWWarriorsRugby @OUAsport ????",0,0,0,0,0,0,0,0,0,0,"neutral",0
"2660","University of Waterloo","“The beauty of the co-op program is that you get people who are motivated, they’re super smart and they already have experience — they add value,” says  @mescortes, CTO and Co-founder of @faire_wholesale.
 
Read more: https://t.co/ehCp60CHlw #UWaterloo https://t.co/2Vi9kuO6w9",0,0,0,0,1,0,0,0,0,1,"positive",1
"2661","University of Waterloo","Municipal bylaws that limit when residents are permitted to water lawns and gardens every summer effectively reduce consumption only during particularly hot, dry periods, according to a new study.

Read more: https://t.co/O31RIJieDy #UWaterloo https://t.co/X7siks0xie",1,0,0,0,0,0,0,0,0,1,"positive",1
"2662","University of Waterloo","Researchers from #UWaterloo asked young women to indicate the way they perceive their bodies and whether that perception changes when they are with different people from their social circles, including family members and friends. 

Read more: https://t.co/L0YpDTnAIu https://t.co/EVAw6WoV1A",0,1,0,0,1,0,1,1,0,3,"positive",3
"2663","University of Waterloo","The Executive Director of @UWVelocity, @a2cote said he is seeing a greater degree of participation from students coming from fields beyond the more typical spaces of engineering and science due to the pandemic. Read more insights from our #UWaterlooSummit: https://t.co/vuy2PoYwFX https://t.co/WUhcJrcr8L",0,1,0,1,0,1,0,1,1,4,"positive",3
"2664","University of Waterloo","If you have questions on #UWaterloo classes, campus access, research, co-op and more, be sure to register today for the @UWaterlooPres Virtual Town Hall: https://t.co/3CYF394nMw @UWaterlooGSPA https://t.co/XqljpBpNjw",0,0,0,0,0,0,0,0,0,0,"neutral",0
"2665","University of Waterloo","During our #UWaterlooSummit, @ericmigi, a #UWaterloo graduate and founder of smartwatch pioneer @Pebble, said the expedited move to digital working environments will eliminate the geographic constraints that investors once faced: https://t.co/wyNaIlNNRW https://t.co/izFUn1bu6Q",0,0,0,0,0,0,0,0,0,2,"positive",2
"2666","UWaterloo Arts","RT @uwaterlooARTS : ICYMI, exciting news for #UWaterlooArts alumnus Richard Henkel (BA '15) and partners: $7.9 million in seed funding for @OdysseyCanada, a new game development studio right here in #KWAwesome. ????

@UWaterloo @uwaterlooalumni  https://t.co/IPYac7ZfVb",0,1,0,0,1,0,1,0,0,1,"positive",1
"2667","Waterloo Environment","RT @envwaterloo : Will the pandemic be the death of cities? Hear what experts from around the world have to say at ""Cities in the Age of COVID-19"", an Alumni Black and Gold Day panel talk, Saturday, September 26.?????

#ENVTogether #UWaterlooAlumni 
See more: https://t.co/cZuHFdz1mf https://t.co/aFygfeuQmc",1,1,1,2,0,3,1,0,3,2,"negative",-1
"2668","University of Waterloo","On our new episode of the @uwdailybulletin podcast, we chat with #UWaterloo student Ridhi Patel, who invented an online game called Quarantrivia to fight misinformation about #COVID19 and much more. 

Listen and subscribe: https://t.co/16ymkF790Z https://t.co/0XKcLMjoj0",1,1,0,1,0,0,0,0,1,0,"negative",-1
"2669","University of Waterloo","Three engineers with deep ties to @WaterlooENG were among the contributors to the 2020 edition of Letters to a Young Engineer, an annual publication given to graduating engineering students. Read more: https://t.co/nGl4pCOtQi #UWaterloo https://t.co/hOJqihynSm",0,2,0,0,1,0,1,0,0,1,"positive",1
