"","Post","Entity","Position","Type","message"
"1860","2505","OT","150","Organization","#WesternU School of Occupational Therapy (OT), @antlerriverelem school, @ChippewaNF and @TVCCfamily partner to create a holistic approach that meets OT needs of Indigenous communities. Just one of four projects supported by our Indigenous Learning Fund.
https://t.co/fEmBAn2hNk"
"1861","2506","Paul Woodford","1","Person","Paul Woodford of @westernumusic spoke to @Newsweek about music and the presidential #inauguration: ""Politicians have always drawn on music's lyrics and other meanings to mold and unify a nation."" ?? ???? #westernu #bidenharris https://t.co/bbuFBHOXwd"
"1862","2507","2020","266","Date","RT @ArthritisSoc : Congrats to @joymacdermid and @pavlosbob @WesternU. Their research on hand osteoarthritis created a new way of measuring the impact of daily tasks on hands using a sensor embedded in a fake fingernail. It’s one of our Top 10 research advances of 2020. https://t.co/CBKdgToJIr https://t.co/NO3eVlYtyM"
"1863","2508","U  @queensu","110","Location","RT @AcademicaTopTen : ON universities create fellowships for Indigenous and Black doctoral students @McMasterU  @queensu @UWaterloo @uOttawa @WesternU @UofT #CdnPSE #HigherEd | Read More:  https://t.co/oKj8n4X8ur"
"1864","2513","Miller","58","Person","RT @westernuAlumni : Author, artist, and survivor Chanel Miller will be live with the #WesternU community on February 2 to discuss her New York Times Bestselling book ""Know My Name"". 

Reserve your spot now for this exclusive virtual event! @nytimesbooks https://t.co/j2pt1IlhMU"
"1865","2513","February 2","110","Date","RT @westernuAlumni : Author, artist, and survivor Chanel Miller will be live with the #WesternU community on February 2 to discuss her New York Times Bestselling book ""Know My Name"". 

Reserve your spot now for this exclusive virtual event! @nytimesbooks https://t.co/j2pt1IlhMU"
"1866","2515","NEW Black Professional &amp; Graduate Students’ Network","128","Organization","RT @ogoshhsw : Finally getting this off the ground! Calling all Black Professional &amp; Graduate students @WesternU. Join the NEW Black Professional &amp; Graduate Students’ Network. Time to build a supportive community &amp; enrich our student experience! Join &amp; share ????https://t.co/TAj5muaf0R https://t.co/Zb0BD9F2Ir"
"1867","2517","Kelly Anderson","29","Person","RT @CRC_CRC : .@CRC_CRC Dr. Kelly Anderson and colleagues studied how social media and lack of sleep can affect young people's mental health https://t.co/UP2VU0QOiE #cdnpse @anderskk3 @WesternU @CIHR_IRSC"
"1868","2517","U @CIHR_IRSC","193","Location","RT @CRC_CRC : .@CRC_CRC Dr. Kelly Anderson and colleagues studied how social media and lack of sleep can affect young people's mental health https://t.co/UP2VU0QOiE #cdnpse @anderskk3 @WesternU @CIHR_IRSC"
"1869","2520","Active Voice","59","Person","?? @ivancoyote is launching a ground-breaking new course, Active Voice, with @westernuArts! And, good news, it's also a public performance series open to all. First up? Christine Fellows and John K. Samson. https://t.co/HMTCrfBRax"
"1870","2520","Christine Fellows","170","Person","?? @ivancoyote is launching a ground-breaking new course, Active Voice, with @westernuArts! And, good news, it's also a public performance series open to all. First up? Christine Fellows and John K. Samson. https://t.co/HMTCrfBRax"
"1871","2520","John","192","Person","?? @ivancoyote is launching a ground-breaking new course, Active Voice, with @westernuArts! And, good news, it's also a public performance series open to all. First up? Christine Fellows and John K. Samson. https://t.co/HMTCrfBRax"
"1872","2522","U","103","Organization","RT @RebeccaZandberg : Despite the pandemic, @ivancoyote has had a big year. Since being named @WesternU's  Alice Munro Chair in Creativity, they've been teaching students online, written a book, and they are now set to launch 'Active Voice.' We'll talk to Ivan at 8:20. #LdnOnt

https://t.co/ILe1AWvON3"
"1873","2522","Alice Munro Chair","108","Person","RT @RebeccaZandberg : Despite the pandemic, @ivancoyote has had a big year. Since being named @WesternU's  Alice Munro Chair in Creativity, they've been teaching students online, written a book, and they are now set to launch 'Active Voice.' We'll talk to Ivan at 8:20. #LdnOnt

https://t.co/ILe1AWvON3"
"1874","2523","Medical","23","Organization","RT @SchulichMedDent : Medical students @HaydenPNix (@WesternU) and @ellennparker (@DalMedSchool) wrote about their transformative experience working as patient care attendants in a long-term care home with a #COVID19 outbreak. 

“Caring for someone who is vulnerable is an act of intimacy.”"
"1875","2525","Anna Gunz","51","Person","Who do you wear a ?? for? We *love* this from Dr. Anna Gunz @schulichmeddent, teamed up with local kids and teens! #ldnont #takecarewesternu https://t.co/aek3u2dak9"
"1876","2526","Payton Kechego","77","Person","#LdnOnt police are asking the public for assistance finding local resident, Payton Kechego. https://t.co/Yb7eQ3wUKg"
"1877","2527","Rick McGhie","60","Person","RT @westernuAlumni : Happy birthday to the legend himself, Rick McGhie! ????

What's your favourite Rick song? 
??: @frankneufeld_
#westernu #purpleandproud https://t.co/IgOADruuwv"
"1878","2527","Rick","101","Person","RT @westernuAlumni : Happy birthday to the legend himself, Rick McGhie! ????

What's your favourite Rick song? 
??: @frankneufeld_
#westernu #purpleandproud https://t.co/IgOADruuwv"
"1879","2528","#COVID19 research","26","Money","RT @drcrater : Very cool #COVID19 research from @WesternU researchers ?? https://t.co/seomvNZudi"
"1880","2529","MMJC","202","Organization","RT @JeremyCopeland1 : Thank you to Desmond Cole for delivering the annual Clissold Lecture last night. An extra big thank you to him for spending almost two-hours after 
his talk chatting with current MMJC students. 
#MMJC6FeetApart @westernuFIMS @westernU @DesmondCole #MMJC https://t.co/MgXbKmT4u6"
"1881","2530","Shane Wang","20","Person","Congratulations to Shane Wang, the first @iveybusiness researcher honoured as a @MktgScience Young Scholar 
https://t.co/zDBaZx1S6A"
"1882","2530","Young Scholar","94","Person","Congratulations to Shane Wang, the first @iveybusiness researcher honoured as a @MktgScience Young Scholar 
https://t.co/zDBaZx1S6A"
"1883","2531","Gordon ""Oz","128","Person","#WesternU is assisting @NASA and @csa_asc efforts to send a Canadian astronaut to lunar orbit by 2023. @westernUSpace director Gordon ""Oz"" Osinski is helping this historic mission by training past, present and future astronauts. https://t.co/lf8p1WHEmn"
"1884","2531","2023","98","Date","#WesternU is assisting @NASA and @csa_asc efforts to send a Canadian astronaut to lunar orbit by 2023. @westernUSpace director Gordon ""Oz"" Osinski is helping this historic mission by training past, present and future astronauts. https://t.co/lf8p1WHEmn"
"1885","2532","Truth and Reconciliation Commission","130","Organization","RT @westernuLaw : Sen. Murray Sinclair @SenSincmurr speaks on becoming the first Aboriginal judge in Manitoba, chairing Canada's Truth and Reconciliation Commission &amp; sitting on Canada's Senate. Pls. join us for this special talk on January 18 @ 1pm https://t.co/Bo4Oxk8Lhn @westernuINDS @NCTR_UM https://t.co/cC8Tc776FN"
"1886","2532","Senate","192","Organization","RT @westernuLaw : Sen. Murray Sinclair @SenSincmurr speaks on becoming the first Aboriginal judge in Manitoba, chairing Canada's Truth and Reconciliation Commission &amp; sitting on Canada's Senate. Pls. join us for this special talk on January 18 @ 1pm https://t.co/Bo4Oxk8Lhn @westernuINDS @NCTR_UM https://t.co/cC8Tc776FN"
"1887","2532","Sen. Murray Sinclair","19","Person","RT @westernuLaw : Sen. Murray Sinclair @SenSincmurr speaks on becoming the first Aboriginal judge in Manitoba, chairing Canada's Truth and Reconciliation Commission &amp; sitting on Canada's Senate. Pls. join us for this special talk on January 18 @ 1pm https://t.co/Bo4Oxk8Lhn @westernuINDS @NCTR_UM https://t.co/cC8Tc776FN"
"1888","2532","January 18","238","Date","RT @westernuLaw : Sen. Murray Sinclair @SenSincmurr speaks on becoming the first Aboriginal judge in Manitoba, chairing Canada's Truth and Reconciliation Commission &amp; sitting on Canada's Senate. Pls. join us for this special talk on January 18 @ 1pm https://t.co/Bo4Oxk8Lhn @westernuINDS @NCTR_UM https://t.co/cC8Tc776FN"
"1889","2532","://t.co/cC8Tc776FN","307","Date","RT @westernuLaw : Sen. Murray Sinclair @SenSincmurr speaks on becoming the first Aboriginal judge in Manitoba, chairing Canada's Truth and Reconciliation Commission &amp; sitting on Canada's Senate. Pls. join us for this special talk on January 18 @ 1pm https://t.co/Bo4Oxk8Lhn @westernuINDS @NCTR_UM https://t.co/cC8Tc776FN"
"1890","2532","Manitoba","102","Location","RT @westernuLaw : Sen. Murray Sinclair @SenSincmurr speaks on becoming the first Aboriginal judge in Manitoba, chairing Canada's Truth and Reconciliation Commission &amp; sitting on Canada's Senate. Pls. join us for this special talk on January 18 @ 1pm https://t.co/Bo4Oxk8Lhn @westernuINDS @NCTR_UM https://t.co/cC8Tc776FN"
"1891","2532","Canada","121","Location","RT @westernuLaw : Sen. Murray Sinclair @SenSincmurr speaks on becoming the first Aboriginal judge in Manitoba, chairing Canada's Truth and Reconciliation Commission &amp; sitting on Canada's Senate. Pls. join us for this special talk on January 18 @ 1pm https://t.co/Bo4Oxk8Lhn @westernuINDS @NCTR_UM https://t.co/cC8Tc776FN"
"1892","2533","Monday","83","Date","#WesternU #COVID19 testing centre will be open for students, faculty and staff on Monday, Jan. 18 through Friday, Jan. 22 from 9:30 a.m. to 4:00 p.m. #TakeCareWesternU https://t.co/Emv7vSPjUf"
"1893","2533","Jan. 18 through Friday","91","Date","#WesternU #COVID19 testing centre will be open for students, faculty and staff on Monday, Jan. 18 through Friday, Jan. 22 from 9:30 a.m. to 4:00 p.m. #TakeCareWesternU https://t.co/Emv7vSPjUf"
"1894","2533","Jan. 22","115","Date","#WesternU #COVID19 testing centre will be open for students, faculty and staff on Monday, Jan. 18 through Friday, Jan. 22 from 9:30 a.m. to 4:00 p.m. #TakeCareWesternU https://t.co/Emv7vSPjUf"
"1895","2535","Last month","16","Date","RT @Bibliojo : Last month, Scholarship@Western had 110440 full-text downloads &amp; 133 new submissions were posted, bringing the total works in the repository to 28088. #WesternU  scholarship was read by 4604 institutions across 199 countries. https://t.co/fZKdj1QCMe
@westernulibs @westernu https://t.co/gjzJG2UXHI"
"1896","2535","4604","206","Date","RT @Bibliojo : Last month, Scholarship@Western had 110440 full-text downloads &amp; 133 new submissions were posted, bringing the total works in the repository to 28088. #WesternU  scholarship was read by 4604 institutions across 199 countries. https://t.co/fZKdj1QCMe
@westernulibs @westernu https://t.co/gjzJG2UXHI"
"1897","2537","tomorrow","166","Date","@MsR0th Hi Angie! We're sorry about the delay! We have passed this along to the teams that will be able to tell 100% on this for you and we expect to hear from them tomorrow - or they may reply directly to you here with their own account."
"1898","2538","Chanel Miller","1","Person","Chanel Miller, @nytimesbooks award-winning author, will be live with #WesternU alumni and community members on February 2. 

Register now to hear Chanel read from her memoir ""Know My Name,"" followed by a conversation with @asksarahdawson, and audience Q&amp;A. https://t.co/zXbYSGl9tU"
"1899","2538","February","112","Date","Chanel Miller, @nytimesbooks award-winning author, will be live with #WesternU alumni and community members on February 2. 

Register now to hear Chanel read from her memoir ""Know My Name,"" followed by a conversation with @asksarahdawson, and audience Q&amp;A. https://t.co/zXbYSGl9tU"
"1900","2541","11:59","183","Date","Find your place at Western.

?? Passions
?? Location
?? Academics
?? Community 
?? Experience

Ontario high school students: your deadline to apply is tonight! Apply through OUAC by 11:59 p.m. EST.

?? Video footage filmed pre-pandemic. https://t.co/QIdlU4cWUo"
