Post,message
1690,"Western’s flags will be at half-mast for 215 hours to recognize the tragic loss of 215 children whose remains were found on the site of the former Indian Residential School in Kamloops, BC."
1691,"RT @booksatwesternu : #WesternClassof2021, you'll soon be joining our community of @westernuAlumni! Commemorate your hard work with a #westernu graduate ring—a token of always being #purpleandproud. Save up to $50 on your ring before June 30 with code: COLLEGE50CAD

https://t.co/jDeR8Q4uuV https://t.co/L0zXwyX8F5"
1692,"RT @OntUniv : Ontario's universities are excited to welcome new and existing students this fall. Please read this important message from the Presidents and Principals of Ontario's universities about the upcoming fall term: https://t.co/q4XtCHMIag 

#ONpoli https://t.co/yP9OSBy4f4"
1693,"Advisor to @WHO and @ONgov, @westernuFHS bioethicist @MaxwellSmith believes preventing the next pandemic depends largely on the ethical choices we make now. We need to reinvest and think more seriously about public health.  

#westernu #covid19 #onpoli"
1694,"@diva_hen @MLHealthUnit The university will operate an on-campus vaccination clinic later this summer to accommodate first and second doses for students, staff and faculty."
1695,"@Gilfingled @MLHealthUnit The university will operate an on-campus vaccination clinic later this summer to accommodate first and second doses for students, staff and faculty."
1696,"RT @westernuMusic : We're delighted to release select performances by the @WesternU Symphony Orchestra, recorded in Dec. 2020 and Apr. 2021 in Paul Davenport Theatre. Congratulations to all #orchestra students on your remarkable achievement! Access recording and program here: https://t.co/H3FeLnmjdL https://t.co/iPrr4lvsIZ"
1697,"As #WesternU prepares for a return to in-person classes this fall, the university will require students in residence to have received at least a first dose of the #COVID19 vaccine, a move endorsed by @MLHealthUnit #takecarewesternu #cdnpse #onpse #ldnont https://t.co/7bBhYCvdEt"
1698,"Planetary geologists, including @Shann0nMars and @drcrater from @westernuSpace, have discovered glacier-like features below the Martian surface in an area that is relatively flat – perfect for future #Mars landings. #westernu https://t.co/jbJWYlZFgL"
1699,"RT @SchulichMedDent : How exactly do vaccines produce immunity? Will that immunity eventually wane? With #COVID19 vaccines now available to anyone over 18 in Ontario, @SteveKerfoot provides a clear picture of how our immune systems respond to the vaccine."
1700,"RT @SchulichMedDent : New research demonstrates that the level of antibody response in critically ill #COVID19 patients doesn't appear to play a role in mortality. The study was made possible through a research collaboration with @WesternU, @lawsonresearch and Diagnostic Biochem Canada Inc."
1701,"Using MRI, @BMI_WesternU cognitive neuroscientists discovered a biological deficit for some early readers that impairs the ability to sound words out. @Brains_CAN https://t.co/42DiVjw13i"
1702,"This summer, @westernuEng, @westernuSpace and #Indigenous Student Centre are offering online summer camps for school-aged children. #WesternU #LdnOnt
https://t.co/goLDoFHrmY"
1703,"RT @MLHealthUnit : Are you 12 to 17 years of age? You can now #GetVaxxed for COVID-19 in London and Middlesex County! Book your appointment at https://t.co/ia8bksk1r6 and roll up those sleeves to protect yourself, your family, and your community.

#LdnOnt #Middlesex https://t.co/o5Xa70Fiyq"
1704,"RT @MLHealthUnit : Stay cool today! The HOT weather is back. @environmentca is calling for a high of 32ºC, before cooler temperatures &amp; the possibility of rain come tomorrow. If you’re spending time outdoors, plan ahead. Bring water and take breaks from the heat. #LdnOnt #Middlesex #HeatAlert"
1705,"RT @CTVNationalNews : Researchers at @WesternU have discovered a biological deficit that impairs some kid’s ability to sound words out while learning to read. 

https://t.co/yFSNG0KQmc"
1706,"#WesternU engineering students create Mixronline, a new social video-chat platform that offers built-in games, synchronized music and video, collaboration tools and a photo booth. @westernuEng #purpleandproud https://t.co/9CNtsBcp64"
1707,From Matt Stahl @westernuFIMS and Olufunmilayo Arewa @TempleUniv: Denying Black musicians their royalties has a history emerging out of slavery @ConversationCA https://t.co/QmekE29dwl
1708,#WesternU undergraduate student @gemma_postill is helping fill the #COVID19 information gap by providing a real-time reliable source of data to Ontario's Chief Coroner. https://t.co/wjxi0Orbst
1709,"Mentorship program @SchulichMedDent matches LGBTQ+-identifying faculty members and resident physicians as mentors to medical students. #westernu #cdnpse #onpse
https://t.co/nvlsF42IUr"
1710,RT @AcademicaTopTen : Western launches Centre for Sustainable Curating  #CDNPSE #HigherEd #Education @WesternU | Read More:  https://t.co/Lz72iXdDdX
1711,"“Somewhere, something incredible is waiting to be known.” - Carl Sagan. @westernuSpace scientist Els Peeters will be using @NASAWebb to study massive stars. https://t.co/W2VYBni0Ab"
1712,"RT @westernuAlumni : We are delighted to have #WesternU grad @SimuLiu join our AGM on June 3! 

Simu will discuss the (super) powers of storytelling and social media, anti-Asian racism, and his career.

And following the AGM, Rick McGhie takes the (virtual) stage! 
https://t.co/A1UHTIZ2Q7"
1713,"Whether you're a child learning to read or a teacher candidate looking to gain experience, online school can be tough. Now #WesternU has begun a novel tutoring program to pair teacher candidates with the kids of faculty and staff. @westernuEdu #onpse https://t.co/yZW4LMIrYA"
1714,"Western University researchers, like Prof Srivastava @PrachiSrivas, are working with colleagues at home and around the globe, and helping write the next chapter. 
#COVID19 #education #onpoli #ontedu"
1715,@S_Williams001 Our sincerest condolences Chief Williams. Our thoughts are with @lpsmediaoffice @LdnPoliceAssoc members and their families today.
1716,"RT @westernuAlumni : What was your go-to Spoke order? ??
@TheWaveandSpoke @WesternUSC 
#westernu #purpleandproud #ldnont https://t.co/h74fWU1eli"
1717,A cross-institution project led by @drsoup09 bringing skill development into the curriculum to ensure equity and accessibility is one of 10 #WesternU programs to receive @eCampusOntario #VirtualLearningStrategy funding. @RossRomanoSSM #cdnpse #opse https://t.co/VTE3OQAahQ
1718,"RT @Brains_CAN : All adults in Ontario are eligible to book their vaccination starting tomorrow! In the meantime, check out BAM's latest song. ?? #WesternU https://t.co/ExdH1aLIJl"
1719,"RT @bhundey : Thrilled to co-create the open course ""Connecting Through #ClimateChange Action"" w Western and Indigenous Science approaches. 

Exciting collab with Katrina Moser, @waasizoanangkwe, &amp; Serena Mendizabal @westernuGeoEnv Ramon Sanchez and Aamir Aman. 

@eCampusOntario #WesternU https://t.co/KEzPaFj8kB"
1720,"RT @Comadork : Hey! We made the radio! Those lovely people @ClassicRock981 are playing our song along with @U2, @acdc and @thehipofficial. Retweet and help us make this (science) revolution happen! #GetVaccinated https://t.co/70q3W368op"
1721,The new Centre for Sustainable Curating at #WesternU is the training ground for the next generation of curators and #museum workers looking to tell stories about the environment through eco-friendly exhibits @westernuArts #sustainability #arts #ldnont https://t.co/6tqINH9sxI
1722,"RT @MLHealthUnit : Hot off the Billboard Top 100 Chart, Get Vaccinated!  Further evidence that science does indeed rock. #ScienceRocks #GetVaxxed ??????

Nicely done @Comadork @Timothy_Bussey @conorwild @WesternU @BMI_WesternU @Brains_CAN https://t.co/TSCmwbHmXR"
1723,"@PrachiSrivas researches the right to education and global education policy, and access and equity in education. She has advised @UN agencies, @UNESCO, @T20Solutions , and is a professor of education and global development at #WesternU. #purpleandproud https://t.co/HiqY9YoMKy"
1724,"Rebuilding #education systems for recovery using a pro-equity approach means boosting investment for the whole system and diverting more resources to where they’re most needed – the most affected students, schools, communities, regions, and countries. For that, we need data."
1725,"Students heading into Grade 4 have had their education disrupted since they were in Grade 2. Prof Srivastava advocates reframing the curriculum for all, and  intensive one-on-one instruction for the most disadvantaged, and reduced class sizes, and a pro-equity approach. https://t.co/OXgqMd7TvT"
1726,The long-term toll of #COVID19 education disruption includes learning and earning loss; psychosocial harms; risks to child protection and social development; and reduced life opportunities. All of these are borne disproportionately by disadvantaged children and youth. https://t.co/IW5StkPUTY
1727,"“If we're going to make smart investments, moral investments, and the right investments for a generation, we need to invest in the education of our children. We need to get past reacting and start working on recovery.”
- @PrachiSrivas

#education #covid19 #westernu #onpoli #onted"
1728,"What are the ""sounds of the #pandemic”? An examination of verbal art performances by @WesternAnthro professor Karen Pennesi and second-year student Sydney Dawson shows how #COVID19 changed our everyday lives #TikTok #YouTube https://t.co/NKrIXBwMRn"
1729,RT @westernuEnglish : SUMMER SHAKESPEARE 2021 AUDITIONS @WesternU  Seeking cast and crew for a modern-dress version of Shakespeare’s historical romance that brings to the foreground the necessity of environmental stewardship. https://t.co/fvqObXzDkI
1730,Hip hop legend @MaestroFreshWes teams up with #WesternU alumna @VanderpoolVote on new book celebrating teachers #purpleandproud @westernuEdu https://t.co/boocJ9iyEv
1731,RT @sharatpani : Who said scientists don't rock... @WesternU. Love the song love the message. Get vaccinated https://t.co/cYhTsXSZXt
1732,"RT @westernuSustain : ""From a net-zero-energy space for budding entrepreneurs, to an Indigenous solstice lounge and bright new wellness centre, Western’s building plans for the coming year will help transform campus into a more sustainable, inclusive place."" via @WesternU  https://t.co/HhMJyx2hW6"
1733,"RT @WordsLDN : Check out our video with the @WesternU researchers behind the @westernuAlumni award-winning feature! 

Congrats to @JeffRenaud99 who made it possible to visit with Eric Arts (@EricJArts1), Kate Choi (@KateHeeChoi), &amp; Prachi Srivastava (@PrachiSrivas).

https://t.co/OYxLX0E6gN https://t.co/wNjjC0WvBm"
1734,RT @BrewerDeluce : Delighted to share this news of our cross-sector project to bring extracurricular skill building right into classrooms where students can directly benefit and learn. Huge thanks to @drsoup09's leadership + our team as well as @WesternU  &amp; @eCampusOntario for this opportunity. https://t.co/ZuOhXKbMWv
